city,title,category,level,exp_years,year
Giza,Senior Sharepoint Developer,Software Engneering,Experienced,7,2014
Cairo,Web Designer,Software Engneering,Experienced,5,2014
Cairo,Configuration Management Engineer,Software Engneering,Experienced,5,2014
Cairo, IT - Trainee,IT Category,Entry Level,0,2014
Cairo,Senior PHP developer (Team Leader),Software Engneering,Experienced,5,2014
Cairo,Senior PHP developer (Team Leader),Software Engneering,Experienced,5,2014
Cairo,Senior PHP developer (Team Leader),Software Engneering,Experienced,5,2014
Cairo,Senior Java Developer ,Software Engneering,Experienced,6,2014
Cairo,Sharepoint Senior Developer/Architect ,Software Engneering,Experienced,6,2014
Giza,Technical Support Engineer,Software Engneering,Experienced,5,2014
el mansoura,Oracle Administrator,Software Engneering,Experienced,4,2014
Giza,Business Intelligence Team Leader,Software Engneering,Experienced,8,2014
Giza,IT Specialist,IT Category,Experienced,4,2014
Giza,Business IntelligenceTeam Leader,Software Engneering,Experienced,8,2014
Alexandria,UI/UX Developer ,Software Engneering,Experienced,1,2014
obour,Senior System Administrator,Software Engneering,Experienced,5,2014
Cairo,Senior Infrastructure Engineer,Software Engneering,Experienced,6,2014
Cairo,Mobile Application Designer,Software Engneering,Experienced,2,2014
Cairo,Software Developer,Software Engneering,Entry Level,0,2014
Cairo/ New Cairo,Mobile Application Designer,Software Engneering,Entry Level,0,2014
Cairo,Senior Java Developer ,Software Engneering,Experienced,8,2014
Giza,Web Administrator,Software Engneering,Experienced,3,2014
Cairo,Sharepoint Software Developer,Software Engneering,Experienced,5,2014
Cairo,Web and Mobile Software Developer,Software Engneering,Experienced,5,2014
Cairo,Software Quality Engineer - Sharepoint,Software Engneering,Experienced,4,2014
Giza,IT Manager ,IT Category,Experienced,3,2014
Cairo,Web Developer,Software Engneering,Entry Level,1,2014
Giza,IT Specialist ,IT Category,Experienced,3,2014
Alexandria,LAMP Web Developer,Software Engneering,Entry Level,2,2014
Cairo,Web Developer (Java or PHP) ,Software Engneering,Experienced,2,2014
Cairo,Web Developer (PHP),Software Engneering,Experienced,3,2014
Cairo,Android App Developer,Software Engneering,Experienced,2,2014
Cairo,Senior Mobile Application Developers,Software Engneering,Experienced,6,2014
Cairo,Senior Java Developer,Software Engneering,Experienced,7,2014
Cairo,Front End Engineer,Software Engneering,Experienced,5,2014
el mansoura,Oracle Administrator,Software Engneering,Experienced,4,2014
Cairo,Technical Project Manager ,Software Engneering,Manager,5,2014
Cairo,Sharepoint Senior Developer/Architect ,Software Engneering,Experienced,6,2014
Alexandria,UI/UX Developer ,Software Engneering,Experienced,1,2014
Cairo,IT Help Desk Clerk ,IT Category,Experienced,3,2014
Cairo,UI Developer,Software Engneering,Experienced,3,2014
Cairo,iOS Developer,Software Engneering,Experienced,3,2014
Cairo,iOS Developer,Software Engneering,Experienced,3,2014
Cairo,Mobile Applications Developer ,Software Engneering,Experienced,3,2014
Cairo,Web Designer & PHP Developer,Software Engneering,Experienced,3,2014
Cairo,Senior Android Developer,Software Engneering,Experienced,8,2014
Cairo,Senior Quality Control Engineer,Software Engneering,Experienced,2,2014
Cairo,Senior Software Tester,Software Engneering,Experienced,5,2014
Menofya,Technical Support Specialist,Software Engneering,Entry Level,2,2014
Cairo,Senior Oracle Developer,Software Engneering,Experienced,10,2014
Cairo,Dot Net Developer,Software Engneering,Entry Level,3,2014
Cairo,Software Designer ,Software Engneering,Experienced,5,2014
Cairo,Senior Artificial Intelligence Engineer,Software Engneering,Experienced,3,2014
Al Monofyah,SAP Module Manager (FICO),Software Engneering,Manager,4,2014
Cairo,Software Technical Support Engineer ,Software Engneering,Entry Level,3,2014
Giza,Java Developer,Software Engneering,Experienced,3,2014
el mansoura,SharePoint Teamleader,Software Engneering,Experienced,5,2014
Cairo,Web Developer,Software Engneering,Experienced,3,2014
Cairo,Business Analyst,Software Engneering,Experienced,9,2014
Cairo,Senior Java Developer ,Software Engneering,Experienced,4,2014
Giza,Technical Team Leader,Software Engneering,Experienced,5,2014
Mohandeseen,Senior Software Engineer (PHP),Software Engneering,Experienced,5,2014
Cairo,Technical Analyst,Software Engneering,Experienced,7,2014
Mansoura,Creative UI/UX Designer,Software Engneering,Experienced,3,2014
Cairo,Senior Dot Net Developer,Software Engneering,Experienced,4,2014
Cairo,Senior Software Developer,Software Engneering,Experienced,2,2014
Cairo,Business Analyst,Software Engneering,Experienced,9,2014
Cairo,Android Developer,Software Engneering,Experienced,1,2014
el mansoura,SharePoint Teamleader,Software Engneering,Experienced,5,2014
Cairo,Web Designer,Software Engneering,Entry Level,0,2014
Cairo,Web Developer,Software Engneering,Experienced,3,2014
Cairo,IT Specialist,IT Category,Entry Level,0,2014
Giza,Web Developer ,Software Engneering,Experienced,2,2014
Cairo,Web UI Developer,Software Engneering,Experienced,3,2014
Giza,Senior .Net Developer,Software Engneering,Experienced,3,2014
Cairo,Open ERP  Developer,Software Engneering,Experienced,2,2014
Cairo,PHP Developer ,Software Engneering,Experienced,2,2014
Cairo,Senior Web Developer,Software Engneering,Experienced,3,2014
Cairo,Android Software Developer,Software Engneering,Entry Level,1,2014
Cairo,IOS Developers ,Software Engneering,Experienced,1,2014
Cairo,Technical Translator (IT),IT Category,Experienced,1,2014
Cairo,Web And Mobile Application Developer ,Software Engneering,Experienced,1,2014
Cairo,SoftWare Developer,Software Engneering,Experienced,3,2014
Cairo,SoftWare Developer,Software Engneering,Experienced,3,2014
Csiro,SoftWare Developer,Software Engneering,Experienced,3,2014
Cairo,SoftWare Devloper,Software Engneering,Experienced,3,2014
Cairo,Content Management Specialist,Software Engneering,Entry Level,0,2014
Cairo,System Administrator,Software Engneering,Experienced,7,2014
Cairo,Web Designer,Software Engneering,Experienced,3,2014
Cairo,Enterprise Content Management Engineer,Software Engneering,Experienced,4,2014
Cairo,Systems Analyst,Software Engneering,Experienced,7,2014
Cairo,Senior Dynamics AX Functional Consultant,Software Engneering,Experienced,6,2014
Cairo,Linux Administrator,Software Engneering,Entry Level,0,2014
Cairo,ATG Technical Lead,Software Engneering,Experienced,5,2014
Cairo,GSM Developer,Software Engneering,Entry Level,5,2014
Alexandria,ERP Systems Implementer,Software Engneering,Experienced,3,2014
Cairo,Software Engineer,Software Engneering,Experienced,3,2014
Cairo,Senior JAVA Developer,Software Engneering,Experienced,4,2014
Cairo,Android Software Engineer,Software Engneering,Experienced,2,2014
Cairo,Senior Moodle PHP Developer,Software Engneering,Manager,3,2014
Cairo,Web Developer Supervisor ,Software Engneering,Experienced,5,2014
Cairo,.Net Team Leader,Software Engneering,Experienced,5,2014
Cairo,Senior .NET Developer,Software Engneering,Experienced,3,2014
Cairo,Artificial Intelligence (AI & NLP) Specialist ,Software Engneering,Experienced,3,2014
6th of October,UI/UX Developer,Software Engneering,Experienced,0,2014
Cairo,Web Developer ,Software Engneering,Entry Level,1,2014
Cairo,Asterisk Developer (VICIDIAL Background Is A Must),Software Engneering,Experienced,4,2014
Cairo,PHP Developer,Software Engneering,Experienced,1,2014
Cairo,Mobile Application Developer,Software Engneering,Entry Level,1,2014
gize,.Net Developer,Software Engneering,Entry Level,3,2014
Marsa Matrouh,Senior IT supervisor,IT Category,Senior Management,1,2014
Cairo,PHP Developer,Software Engneering,Entry Level,1,2014
Cairo,SAP CRM Consultant,Software Engneering,Experienced,1,2014
Cairo,Android Developer,Software Engneering,Experienced,3,2014
Cairo,iOS Developer,Software Engneering,Experienced,3,2014
Cairo,PHP Developer,Software Engneering,Experienced,2,2014
Mansoura,Senior Java Developer,Software Engneering,Experienced,3,2014
Cairo,Systems Engineer (Linux/Unix Background)  ,Software Engneering,Entry Level,0,2014
Cairo,"Systems Engineer (Linux,Unix Background)  ",Software Engneering,Entry Level,0,2014
Cairo,"Lync, Exchange & SysCenter Expert",Software Engneering,Experienced,5,2014
Cairo,Software Engineer,Software Engneering,Entry Level,0,2014
Cairo,Web Designer  (UX/UI),Software Engneering,Experienced,4,2014
Cairo,Senior Front-End Developer ,Software Engneering,Experienced,2,2014
Cairo,Senior PHP Developer,Software Engneering,Experienced,3,2014
Mansoura,Java Developer,Software Engneering,Entry Level,1,2014
Cairo,QC Testing Engineer,Software Engneering,Entry Level,0,2014
Cairo,PHP Developer,Software Engneering,Experienced,4,2014
Caro,.Net Developer.,Software Engneering,Entry Level,1,2014
Cairo,IT Help Desk,IT Category,Entry Level,2,2014
Alexandria,Software Engineer (PHP),Software Engneering,Experienced,2,2014
Cairo,.Net Developer,Software Engneering,Entry Level,3,2014
Cairo,Senior C++ Developer ,Software Engneering,Experienced,4,2014
Cairo,Senior ASP.Net Developers ,Software Engneering,Experienced,4,2014
Cairo,Senior Java Developer,Software Engneering,Experienced,4,2014
6 october city,Sr. Network & Security Engineer,Software Engneering,Experienced,6,2014
Cairo,.Net Developer,Software Engneering,Entry Level,1,2014
6th of October,Senior Oracle DBA,Software Engneering,Experienced,9,2014
6th of October City,Senior .Net Software Engineer,Software Engneering,Experienced,9,2014
Cairo,Junior  Dot NET Web Developer,Software Engneering,Entry Level,1,2014
Cairo,Software Tester,Software Engneering,Entry Level,0,2014
Cairo,User Interface Developer,Software Engneering,Entry Level,3,2014
Cairo,Front End Developer,Software Engneering,Experienced,4,2014
Giza,Senior Web Developer (Ruby On Rails & PHP),Software Engneering,Manager,5,2014
Cairo,SW Project Manager,Software Engneering,Manager,15,2014
Cairo,Assistant Technical Team Lead,Software Engneering,Experienced,5,2014
Cairo,Senior Software Developer ,Software Engneering,Experienced,2,2014
Cairo,IT Manager,IT Category,Manager,15,2014
Cairo,Senior PHP Developer,Software Engneering,Experienced,4,2015
Cairo,Mobile Application Developer,Software Engneering,Entry Level,5,2015
Cairo,Senior PHP Developer,Software Engneering,Experienced,5,2014
Cairo,PHP Developer (Full Stack),Software Engneering,Experienced,5,2014
Giza,Senior PHP Developer ,Software Engneering,Manager,5,2014
Giza,Senior Ruby On Rails Developer ,Software Engneering,Manager,5,2014
Cairo,Senior Javascript / Web Developer,Software Engneering,Experienced,5,2014
nasr city,Oracle ADF Developer,Software Engneering,Experienced,5,2014
New Cairo,Senior Software Engineer,Software Engneering,Experienced,5,2014
Cairo,Software Junior / Senior Developer,Software Engneering,Experienced,5,2014
Cairo,Technical Support Specialist,Software Engneering,Experienced,4,2014
Cairo,"Oracle Developer ""E-Business Suite"" ",Software Engneering,Experienced,3,2014
Giza,Front end Developer,Software Engneering,Entry Level,4,2014
Cairo,Web Designer & PHP Web Developer,Software Engneering,Entry Level,0,2014
Cairo,Web Developer,Software Engneering,Entry Level,4,2014
Cairo,Senior Oracle Developer ,Software Engneering,Experienced,5,2014
Alexandria,SharePoint Developer,Software Engneering,Experienced,3,2014
Cairo,IOS & Android Developer,Software Engneering,Experienced,0,2014
Giza,IT Help Desk Specialist ,IT Category,Entry Level,2,2014
Alexandria,Senior .Net Developer,Software Engneering,Experienced,5,2014
Cairo,Senior Data Base Administrator ,Software Engneering,Experienced,6,2014
Alexandria,Senior PHP Developer,Software Engneering,Experienced,7,2014
Cairo,Software Development Head,Software Engneering,Manager,10,2014
New Cairo,Frontend Engineer,Software Engneering,Entry Level,0,2014
6th of October,Web and Social Media Content Management Specialist,Software Engneering,Experienced,3,2014
Cairo,Software Developer,Software Engneering,Experienced,2,2014
Cairo,Junior Application Consultant,Software Engneering,Entry Level,2,2014
Cairo,IOS Developer,Software Engneering,Experienced,2,2014
Cairo,Oracle ADF Developer,Software Engneering,Experienced,2,2014
Cairo,Senior iOS Developer,Software Engneering,Experienced,5,2014
Cairo,Java EE Developer,Software Engneering,Experienced,3,2014
Cairo,Senior PHP Back-End Developer,Software Engneering,Experienced,4,2014
Cairo,Senior Software Tester,Software Engneering,Experienced,8,2014
Cairo,"Oracle Database Administrator ""DBA"" ",Software Engneering,Experienced,5,2014
Cairo,Solaris System Administrator,Software Engneering,Experienced,5,2014
all governement,Technical Support Rep.,Software Engneering,Experienced,2,2014
nasr city,Web Project Manager,Software Engneering,Experienced,5,2014
Cairo,Experienced PHP Web Developer,Software Engneering,Experienced,3,2014
Cairo,Frontend Developer ,Software Engneering,Entry Level,2,2014
Cairo,C++ Medical Imaging Software Engineer,Software Engneering,Experienced,4,2014
Cairo,.Net Lead Developer,Software Engneering,Experienced,3,2014
Cairo,Software Developer,Software Engneering,Entry Level,0,2014
sadat city,IT Administrator,IT Category,Experienced,5,2014
Cairo,Web Developer,Software Engneering,Experienced,1,2014
Cairo,iOS Developer ,Software Engneering,Experienced,1,2014
Cairo,WP8 / Desktop Apps Developer,Software Engneering,Experienced,1,2014
All over Egypt,"Senior Software Architect ""French""",Software Engneering,Manager,5,2014
All over Egypt,Technical Software Consultant - J2EE French,Software Engneering,Experienced,2,2014
Cairo,Android Developer,Software Engneering,Entry Level,3,2014
Cairo,Senior Oracle Developer  ,Software Engneering,Experienced,8,2014
Cairo,Senior Software Tester,Software Engneering,Experienced,5,2014
Cairo,Technical Software Engineer ''.Net'',Software Engneering,Experienced,2,2014
Cairo,Business Intelligence Engineer,Software Engneering,Experienced,5,2014
Cairo,Java Engineer,Software Engneering,Experienced,5,2014
Cairo,SAP B1 Techno Functional Consultant,Software Engneering,Entry Level,0,2014
Cairo,SAP B1 Techno Functional Consultant,Software Engneering,Entry Level,0,2014
Cairo,PHP Developer,Software Engneering,Entry Level,0,2014
Cairo,Software Technical Support Engineer ,Software Engneering,Entry Level,3,2014
Giza,Senior/Junior Java Developer,Software Engneering,Experienced,4,2014
Cairo,C# Engineer,Software Engneering,Experienced,4,2014
Cairo,C++ Engineer,Software Engneering,Experienced,4,2014
Cairo,Linux / Unix Systems Engineer,Software Engneering,Entry Level,3,2014
Giza,Desktop Publisher ,Software Engneering,Entry Level,0,2014
Cairo,Software Developer ,Software Engneering,Experienced,4,2014
Cairo,Senior IOS Developer,Software Engneering,Experienced,6,2014
Cairo,Head of IT ,IT Category,Experienced,5,2014
Cairo,لوظيفة جيدة - مطلوب مهندس / فن,Software Engneering,Experienced,2,2014
Cairo,IT Specialist & Researcher,IT Category,Experienced,2,2014
Cairo,Technical Project Manager ,Software Engneering,Manager,8,2014
Cairo,IT Trainee,IT Category,Student,0,2014
