title,company_name,location,exp_years,city,level,time,category,year
Database Administrator-IBM DB2,Fawry Banking & Payment Technology Services,"Smart Village, Giza",2,Smart Village,Experienced,Full Time,Software Engneering,2021
System Administrator,Premier Services and Recruitment Overseas,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Oracle Fusion HCM Functional Consultant,Master Linux,"Riyadh, Saudi Arabia",5,Riyadh,Experienced,Full Time,Software Engneering,2021
Education Counsellor,Global Study UK,"Heliopolis, Cairo",1,Heliopolis,Entry Level,Full Time,Software Engneering,2021
Product Manager,Capital Diesel Co.,"Heliopolis, Cairo",4,Heliopolis,Experienced,Full Time,Software Engneering,2021
Senior Technical Office Engineer,Urban Estate,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2021
Network Engineer,Talaat Moustafa Group,"Dokki, Giza",4,Dokki,Experienced,Full Time,Software Engneering,2021
UI/UX Designer,ARPUPLUS,"Agouza, Giza",1,Agouza,Entry Level,Full Time,Software Engneering,2021
Project Management Intern,TMentors,"Maadi, Cairo",0,Maadi,Entry Level,Internship,Software Engneering,2021
Senior Internal Auditor,Inchcape Shipping Services,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
Real Estate Sales Manager,Faragalla Food Industries,"Sidi Gaber, Alexandria",12,Sidi Gaber,Manager,Full Time,Software Engneering,2021
Art Director,mira,"New Cairo, Cairo",6,New Cairo,Manager,Full Time,Software Engneering,2021
Machine Learning Researcher,RDI,"Dokki, Giza",0,Dokki,Entry Level,Full Time,Software Engneering,2021
SAP FI-CO Consultant,Talaat Moustafa Group,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Noc Engineer,Raya Customer Experience,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
Application Support Specialist - Internship,EME International,"Maadi, Cairo",14,Maadi,Entry Level,Internship,Software Engneering,2021
Sr. Marketing Coordinator,Swedish Group,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Project Manager - MEP,Talaat Moustafa Group,"Madinaty, Cairo",10,Madinaty,Manager,Full Time,Software Engneering,2021
Graphic Designer & Social Media Specialist,3agltak-عجلتك,"Maadi, Cairo",0,Maadi,Entry Level,Full Time,Software Engneering,2021
Marketing Head,Confidential,"Maadi, Cairo",2,Maadi,Manager,Full Time,Software Engneering,2021
Real Time Management Analyst - Smart Village,UX Centers,"Smart Village, Giza",1,Smart Village,Entry Level,Full Time,Software Engneering,2021
Senior UI/UX Designer,SkyLabs,"Cairo, Egypt",4,Cairo,Experienced,Full Time,Software Engneering,2021
Process Improvement Manager,B.Tech,"Nasr City, Cairo",8,Nasr City,Manager,Full Time,Software Engneering,2021
Digital Marketing Specialist (Media Buyer),Confidential,"Nasr City, Cairo",6,Nasr City,Experienced,Full Time,Software Engneering,2021
Material Planning & Supply Assistant Specialist,Elif Global,"6th Of October, Giza",0,6th Of October,Entry Level,Full Time,Software Engneering,2021
Planning Engineer,Kandil Industries,"10th Of Ramadan City, Sharqia",2,10th Of Ramadan City,Experienced,Full Time,Software Engneering,2021
Sales Technical Engineer,Incotech for Electrical Industries,"New Nozha, Cairo",3,New Nozha,Experienced,Full Time,Software Engneering,2021
Talent Acquisition Specialist,ITCan,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
Database Administrator,Aman,"Giza, Egypt",1,Giza,Experienced,Full Time,Software Engneering,2021
Performance Management Specialist,Ravin,"Heliopolis, Cairo",2,Heliopolis,Experienced,Full Time,Software Engneering,2021
Careers Specialist,Re:Coded,"Erbil, Iraq",3,Erbil,Experienced,Full Time,Software Engneering,2021
Human Resources Business Partner - HRBP,WEmng,"Maadi, Cairo",4,Maadi,Experienced,Full Time,Software Engneering,2021
Call Center Agent,Allamna Integrated Solutions,"Nasr City, Cairo",0,Nasr City,Entry Level,Full Time,Software Engneering,2021
Senior UX Designer/ Team Leader,INTDV,"Maadi, Cairo",8,Maadi,Manager,Full Time,Software Engneering,2021
SD Consultant,Pharma Overseas,"Alexandria, Egypt",2,Alexandria,Entry Level,Full Time,Software Engneering,2021
Junior UI UX Designer,Beyond Solution,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Architecture / Technical Office Site Engineer (...,Bic for Contracting & Construction,"Giza, Giza",5,Giza,Experienced,Full Time,Software Engneering,2021
Operations Team Leader,Confidential,"Heliopolis, Cairo",3,Heliopolis,Manager,Full Time,Software Engneering,2021
Spring Boot Architect,SSC Egypt,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
Senior UX Designer,egabi solutions,"Cairo, Egypt",4,Cairo,Experienced,Full Time,Software Engneering,2021
Chief Accountant,Confidential,"Dokki, Giza",3,Dokki,Manager,Full Time,Software Engneering,2021
Product Specialist,Ghalioungui,"Mokattam, Cairo",2,Mokattam,Experienced,Full Time,Software Engneering,2021
Molecular Biology Sales Specialist,delta trading & development,"Mounib, Giza",1,Mounib,Entry Level,Full Time,Software Engneering,2021
Scrum Master,Ibtikar,"Alexandria, Egypt",3,Alexandria,Experienced,Full Time,Software Engneering,2021
Sales Real Estate Brokerage Team Leader,Own It,"Cairo, Egypt",4,Cairo,Manager,Full Time,Software Engneering,2021
Clinical Pathologist,Confidential,"Ameria, Alexandria",1,Ameria,Entry Level,Full Time,Software Engneering,2021
Motion Graphic Designer,IMS,"Rehab City, Cairo",3,Rehab City,Experienced,Full Time,Software Engneering,2021
Customer Service Representative - German...,RISEUP (Endemag for Administrative Skills Development),"Smart Village, Giza",0,Smart Village,Entry Level,Full Time,Software Engneering,2021
Sports Operations Coordinator,Wadi Degla Group,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Graphic Designer Social Media Specialist,tot`s college,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Marketing Executive,Carina Wear,"New Cairo, Cairo",0,New Cairo,Entry Level,Full Time,Software Engneering,2021
Senior Services Desk Support Specialist,B.Tech,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Legal Affairs Manager,Solaimaneyah,"6th Of October, Giza",15,6th Of October,Manager,Full Time,Software Engneering,2021
System Support Analyst,Flojics,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Factory Operations Manager,El Welely Group,"Bourj Alarab, Alexandria",10,Bourj Alarab,Manager,Full Time,Software Engneering,2021
Embedded Hardware Engineer,Samaya Electronics Egypt LTD,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
UI/UX Designer,2B,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
QA / QC Engineer,ENBLOM,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2021
Business Analyst / Product Owner,TravelYalla,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Success Factors Specialist,Target Recruitment  & HR Solutions,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Senior Payable Assets And Taxation Accountant,Arabia Gaz,"Heliopolis, Cairo",5,Heliopolis,Experienced,Full Time,Software Engneering,2021
Warehouse Manager,Confidential,"Nasr City, Cairo",6,Nasr City,Manager,Full Time,Software Engneering,2021
Senior Data Analyst,360Imaging,"Dokki, Giza",3,Dokki,Experienced,Full Time,Software Engneering,2021
German Teacher,Nozha Group,"Obour City, Cairo",3,Obour City,Experienced,Full Time,Software Engneering,2021
Science Teacher,Nozha Group,"Obour City, Cairo",3,Obour City,Experienced,Full Time,Software Engneering,2021
Technical Office Engineer (Mechanical Design...,Power Solutions,"6th Of October, Giza",2,6th Of October,Experienced,Full Time,Software Engneering,2021
Chief Accountant,Academic Bookshop,"Dokki, Giza",5,Dokki,Manager,Full Time,Software Engneering,2021
L1 & L2 Transmission Engineer,Global Telecommunication Services Company,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Risk Manager,Inchcape Shipping Services,"Cairo, Egypt",3,Cairo,Manager,Full Time,Software Engneering,2021
Maintenance Manager ( Ain sokhna ),Confidential,"Ain Sokhna, Suez",10,Ain Sokhna,Manager,Full Time,Software Engneering,2021
Oracle HRMS Techno-Functional Consultant,ITS,"Cairo, Egypt",8,Cairo,Experienced,Full Time,Software Engneering,2021
"ATM Implementation , Testing & Certification...",Masria Digital Payment (MDP),"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
VFX Compositor,RISEUP (Endemag for Administrative Skills Development),"Sheikh Zayed, Giza",2,Sheikh Zayed,Experienced,Full Time,Software Engneering,2021
Oracle Fusion PPM Cloud Consultant,Master Linux,"Riyadh, Saudi Arabia",5,Riyadh,Experienced,Full Time,Software Engneering,2021
Creative Social Media Graphic Designer,Green Line For Glass Metal Architecture,"Nasr City, Cairo",1,Nasr City,Entry Level,Full Time,Software Engneering,2021
Farm Manager (Sharqia),Orientals for Urban Development,"10th Of Ramadan City, Sharqia",5,10th Of Ramadan City,Manager,Full Time,Software Engneering,2021
Farm Manager (Suez),Orientals for Urban Development,"Suez, Egypt",5,Suez,Manager,Full Time,Software Engneering,2021
Accountant,ABEC,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2021
Sales Support Specialist,LINK Development,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Corporate Sales Executive B2B,Partner & More,"Heliopolis, Cairo",2,Heliopolis,Experienced,Full Time,Software Engneering,2021
Marketplace Operations Manager,Confidential,"Giza, Egypt",3,Giza,Manager,Full Time,Software Engneering,2021
Senior Data Scientist,MoneyFellows,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Teaching Assistant Intern,Robokids,"Heliopolis, Cairo",0,Heliopolis,Manager,Internship,Software Engneering,2021
Oracle Database Administrator,Allianz,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
UI UX Designer,Direction Goals Group,"Maadi, Cairo",4,Maadi,Experienced,Full Time And Part Time,Software Engneering,2021
Human Resources \ Payroll Consultant,About The Solution,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Microsoft Dynamics 365 F&O Supply Chain...,About The Solution,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior Data Analyst,SIPES,"Nozha, Cairo",3,Nozha,Experienced,Full Time,Software Engneering,2021
Scrum Master,Dayra,"Zamalek, Cairo",3,Zamalek,Experienced,Full Time,Software Engneering,2021
Customer Care Agent,Ibn Sina Pharma,"Haram, Giza",0,Haram,Entry Level,Full Time,Software Engneering,2021
IoT Operation Engineer - Alexandria,Smart EGAT,"Alexandria, Egypt",1,Alexandria,Entry Level,Full Time,Software Engneering,2021
Application Support Team Leader,Aman Holding,"Nasr City, Cairo",5,Nasr City,Manager,Full Time,Software Engneering,2021
Infrastructure Engineer – LAN Data Center L1/L2/L3,SmartTech Systems,"Nasr City, Cairo",1,Nasr City,Entry Level,Full Time,Software Engneering,2021
Reporting Analyst,Mantrac,"10th Of Ramadan City, Cairo",3,10th Of Ramadan City,Experienced,Full Time,Software Engneering,2021
Account Executive - Dokki,Evolution by Nadeem Khaled,"Dokki, Giza",1,Dokki,Entry Level,Full Time,Software Engneering,2021
Trade Marketing Executive,Pyramid Poultry Co.,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Digital Media Engineer (Technical Video Editor),Pixelogic Media Egypt,"Agouza, Giza",1,Agouza,Entry Level,Full Time,Software Engneering,2021
Senior Payroll & Personnel Specialist,Equity Developments,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2021
Operations Executive - Visit Guide,Visit Ventures,"Nozha, Cairo",4,Nozha,Experienced,Full Time,Software Engneering,2021
Front Desk Receptionist,MCLE,"New Cairo, Cairo",4,New Cairo,Experienced,Full Time,Software Engneering,2021
Sales Manager - Boilers - Electromechanical...,UFTAS,"Cairo, Egypt",5,Cairo,Manager,Full Time,Software Engneering,2021
Senior Facility Project Engineer,Leeds,"Ismailia, Ismailia",3,Ismailia,Experienced,Full Time,Software Engneering,2021
Cost Accountant,Elaraby Group,"Monufya, Egypt",1,Monufya,Entry Level,Full Time,Software Engneering,2021
Treasury & Banking Manager,EGICAT,"Dokki, Giza",10,Dokki,Manager,Full Time,Software Engneering,2021
Wordpress Website Manager,Studygram Worldwide,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior Data Analyst,Al Watania Poultry,"6th Of October, Giza",4,6th Of October,Experienced,Full Time,Software Engneering,2021
Sales Manager,AYS,"Giza, Egypt",3,Giza,Manager,Full Time,Software Engneering,2021
Secure Infrastructure Engineer,Global Brands,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Network Security Engineer,Confidential,"Giza, Egypt",2,Giza,Experienced,Full Time,Software Engneering,2021
HR Admin,Interact Technology Solutions,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
German Language Supervisor,Nozha Group,"Obour City, Cairo",5,Obour City,Manager,Full Time,Software Engneering,2021
Sales Representative - Helwan,Bluebell Pharmaceuticals,"Helwan, Cairo",1,Helwan,Entry Level,Full Time,Software Engneering,2021
Stock Controller,El Nasr Group,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
HR Coordinator,Interact Technology Solutions,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Sales Representative,Confidential,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
General Manager - Plumbing/HVAC & or...,Bouri Group,"New Cairo, Cairo",15,New Cairo,Manager,Full Time,Software Engneering,2021
German Speaker- B2B Sales Representative(Cairo),FlairsTech,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Marketing Coordinator (Gym Supplements),Soficopharm,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
Cloud Systems Administrator,Perfect Presentation,"6th Of October, Giza",4,6th Of October,Experienced,Full Time,Software Engneering,2021
Senior UX / UI Designer,Inetum,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2021
HR Specialist,Interact Technology Solutions,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Branch Manager (Pharmaceutical),Confidential,"Cairo, Egypt",6,Cairo,Manager,Full Time,Software Engneering,2021
Ecommerce Accountant,Confidential,"New Cairo, Cairo",2,New Cairo,Entry Level,Full Time,Software Engneering,2021
Sales Lead (B2B / Logistics Industry Background),Bosta,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
E-Learning Specialist,classera.,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
CRO Specialist,Your Parts,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Housekeeping Executive - Hotel Background Is A...,Paradise Inn Hotels & Resorts,"Mahta Alraml, Alexandria",8,Mahta Alraml,Manager,Full Time,Software Engneering,2021
Senior Products Owner,almentor,"Maadi, Cairo",4,Maadi,Experienced,Full Time,Software Engneering,2021
French - Customer Service Representative...,Pillars,"Cairo, Egypt",0,Cairo,Entry Level,Full Time,Software Engneering,2021
Senior Network Security Administrator -...,MTS,"Alexandria, Egypt",7,Alexandria,Experienced,Full Time,Software Engneering,2021
Product Manager - Customer Team,Nana,"Sheraton, Cairo",3,Sheraton,Experienced,Full Time,Software Engneering,2021
Field Medical Associate - Alexandria,Caduceus Lane,"Alexandria, Egypt",2,Alexandria,Experienced,Full Time,Software Engneering,2021
Network Engineer,Confidential,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
Provost Office Manager,Nile University,"6th Of October, Giza",7,6th Of October,Experienced,Full Time,Software Engneering,2021
Financial Manager,Firoz Group,"Nasr City, Cairo",5,Nasr City,Manager,Full Time,Software Engneering,2021
E-Commerce Logistic Specialist,Confidential,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,Software Engneering,2021
Supervisor OHSA Engineer,Xceed,"Maadi, Cairo",5,Maadi,Manager,Full Time,Software Engneering,2021
Assistant Brand Manager,Good Wood,"6th Of October, Giza",3,6th Of October,Experienced,Full Time,Software Engneering,2021
SPC Team Leader,DHL Express Egypt,"Abu Rawash, Giza",2,Abu Rawash,Manager,Full Time,Software Engneering,2021
Telecommunications Engineer,Xceed,"Maadi, Cairo",0,Maadi,Entry Level,Full Time,Software Engneering,2021
Senior Microsoft Azure Administrator,Ejada (Cairo),"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
