title,company_name,exp_years,location,city,level,time,category,year
Oracle Developer,Egabi FSI,3,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Mobile Developer (React Native),Ithmaar Integrated Solutions,1,"Giza, Egypt",Giza,Entry Level,Full Time,Software Engneering,2020
Full Stack WordPress Web Developer,Totals Tech,3,"Kuwait City, Kuwait",Kuwait City,Experienced,Full Time,Software Engneering,2020
Senior Xamarin Cross Platform Mobile Apps...,Andalusia Group,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Mobile Applications Development Lead,DBS,6,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
.NET Developer,Dynamicslink,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Front End Developer - React,Trufla,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Junior Mean Stack Developer,ReNile,2,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Senior PHP Developer,Togar,3,"New Nozha, Cairo",New Nozha,Experienced,Full Time,Software Engneering,2020
Xamarin Developer,Unknown,3,"Ain Shams, Cairo",Ain Shams,Experienced,Full Time,Software Engneering,2020
Remote React Developer,Scopic,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Full Stack Web Developer,Amanleek,0,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Angular & Spring Boot Java Developer - (DevOps),Cegedim,4,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Senior PHP Developer (From Home Optional),"Izam, inc.",4,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Front End Developer,Affsquare,2,"Nozha, Cairo",Nozha,Experienced,Full Time,Software Engneering,2020
IOS Developer,DGTERA,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Front End Developer (React),Yalla Fel Sekka,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
iOS Developer - Alexandria,Madar Soft,2,"Fleming, Alexandria",Fleming,Experienced,Full Time,Software Engneering,2020
Wordpress Developer,Innovato,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Full Stack Developer,git-zone,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Full Stack Developer (Mern Stack),Yalla Fel Sekka,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Full Stack Developer,appenza,2,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
React Native Mobile Developer,Beyond Solution,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior iOS Developer,Your Parts,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
React Native App Developer (Internship),Seuqel Solutions,0,"Downtown, Cairo",Downtown,Manager,Internship,Software Engneering,2020
PHP Full Stack Developer / Laravel,VadeCom,1,"Haram, Giza",Haram,Entry Level,Full Time,Software Engneering,2020
.NET Developer,Dynamicslink,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Full Stack Web Developer,Unknown,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Mobile Development Technical Leader - Cairo,Nejmo,7,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Flutter Developer,Totals Tech,1,"Al Ahmadi, Kuwait",Al Ahmadi,Entry Level,Full Time,Software Engneering,2020
Senior Ruby on Rails Developer,CrossWorkers,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Senior Front-End Developer,Profolio Consulting,10,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Flutter Developer,EGIC,3,"Manial, Cairo",Manial,Experienced,Full Time,Software Engneering,2020
Full-Stack Developer (Node.js /React.js / Angular),Sharee Coin,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Front End Developer,Wisely Insure,1,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,Software Engneering,2020
Senior Odoo Developer,MidEast Communication Systems,4,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Sr .Net Developer,Brmaja,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
German Business Development Executive...,citpeak,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
iOS Developer - Mansoura DK,Awamer Alshabaka _اوامر الشبكه,2,"Mansoura, Dakahlia",Mansoura,Experienced,Full Time,Software Engneering,2020
UI Developer/Designer,Tech-Hub,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Back End Developer ( PHP / Laravel ),Upper Medic,2,"Cairo, Egypt",Cairo,Experienced,Full Time And Part Time,Software Engneering,2020
Web Developer,Unknown,2,"Obour City, Cairo",Obour City,Experienced,Full Time,Software Engneering,2020
Senior .Net Developer,White Account Co.,4,"Amman, Jordan",Amman,Experienced,Full Time,Software Engneering,2020
.NET Developer (.Net Core + WPF) [VA],Cegedim,2,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Lead Middleware Platform Engineer,Path-Solutions,8,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
PHP Web Developer,Odiggo,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Unity / Unreal Developer,Unknown,4,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Front End Developer,3i Vision LTD.,3,"Dokki, Giza",Dokki,Experienced,Full Time And Part Time,Software Engneering,2020
Remote Intermediate + PHP Developer,Scopic,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Senior Full Stack .NET Developer,Unknown,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
.NET Developer - Internship,IKEN Technology,0,"Maadi, Cairo",Maadi,Entry Level,Internship,Software Engneering,2020
Senior Full stack Developer (.NET & Angular),El-Taef,3,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
".Net Developer ""Medium Experience""",Techno Management,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Front End Developer,OctopusPro Pty Ltd,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Mobile Developer,Joovlly,2,"Mohandessin, Giza",Mohandessin,Experienced,Full Time,Software Engneering,2020
Vue JS Developer,Net3000.ca,1,"Cairo, Egypt",Cairo,Entry Level,Full Time,Software Engneering,2020
Senior .NET Full Stack Developer,Unknown,5,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Full Stack Web Developer,TOS Group,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
PHP Developer,"The Micro, Small & Medium Enterprise Development Agency",2,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Node.js / React / Next.js & Liquid Developer,MatsMall,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Full Stack Developer,Unknown,2,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Front End Developer - Angular,GAMP Ltd,1,"Smouha, Alexandria",Smouha,Entry Level,Full Time,Software Engneering,2020
Mobile Developer (Android),Nejmo,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Full Stack Developer,Contactless,5,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Senior Android Developer,Aqarmap.com,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Sr.NET Developer,Z2 Data,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Lead Middleware Platform Engineer,Path-Solutions,8,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Backend Developer - Java (Spring/ADF),Ithmaar Integrated Solutions,4,"Haram, Giza",Haram,Experienced,Full Time,Software Engneering,2020
Web & Mob App Developer,SharpFocus Advertising,3,"Mokattam, Cairo",Mokattam,Experienced,Full Time,Software Engneering,2020
Senior PHP Developer,GCSSD,5,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Android Developer,Generation C,2,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Senior UI Developer,Generation C,3,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Senior React Native Developer (Immediate Start...,I2M,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
System Administrator (Outsource),Interact Technology Solutions,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Web Developer,Yis Web,3,"Sheikh Zayed, Giza",Sheikh Zayed,Experienced,Full Time,Software Engneering,2020
Senior Dynamics CRM Developer,Xceed,5,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior iOS Developer,Unknown,5,"Vienna, Austria",Vienna,Experienced,Full Time,Software Engneering,2020
Odoo Developer,Crevisoft Corporation,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Front End Developer,Crevisoft Corporation,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
React Native Mobile Developer,Online,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Python Flask Developer,RDI,1,"Dokki, Giza",Dokki,Entry Level,Full Time,Software Engneering,2020
Senior Full Stack Developer - Php Laravel,appcorp,4,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
"Full Stack Developer (Node JS, React JS, Angular)",Alef Software Company,3,"San Stefano, Alexandria",San Stefano,Experienced,Full Time,Software Engneering,2020
Front-End Web Developer,Lead Liaison,1,"San Stefano, Alexandria",San Stefano,Entry Level,Full Time,Software Engneering,2020
Junior Backend Developer - Zamalek,Digisay,0,"Zamalek, Cairo",Zamalek,Entry Level,Full Time,Software Engneering,2020
Front End/UI Developer,Cybertron International Inc.,1,"Smart Village, Giza",Smart Village,Entry Level,Full Time,Software Engneering,2020
Full Stack Web & Mobile Developer,RCITH,4,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Senior Front-End Developer - Angular,Trufla,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Junior System Developer,GUC,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
Full Stack Developer (PHP Codeigniter+ Angular js),Safa Soft,4,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Full Stack Developer - Cairo,microtec,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Infrastructure Automation Developer,Cegedim,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
SharePoint/Workflow Developer - Cairo,Ghassan Ahmed Alsulaiman for Electronic Services,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
WordPress / PHP Developer,eMarketingo,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Android Developer,Yis Web,3,"Sheikh Zayed, Giza",Sheikh Zayed,Experienced,Full Time,Software Engneering,2020
DevOps Developer R2,YELO,3,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Senior Angular Developer,Generation C,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Full Stack Developer,Gebhaly.com,4,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Senior IOS Developer,Arabian Systems,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Android Mobile Developer,Sporfe,2,"6th Of October, Giza",6th Of October,Experienced,Full Time And Part Time,Software Engneering,2020
Senior Web Designer - Developer,PL-KSA,3,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Front End Developer,Crevisoft Corporation,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Senior Odoo Developer - Acting As A Team Leader,Hedab Alkhaleej,3,"Heliopolis, Cairo",Heliopolis,Manager,Full Time,Software Engneering,2020
Senior Business Development Specialist,MigrationIT.com,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
React Native Mobile Developer,Online,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Mobile Developer ( React Native ),Unknown,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Ruby On Rails Developer,Agri Soft,1,"Haram, Giza",Haram,Entry Level,Full Time,Software Engneering,2020
PHP Developer,Unknown,2,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Word Press Developer,MWG,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Business Development Manager,Unknown,5,"6th Of October, Giza",6th Of October,Manager,Full Time,Software Engneering,2020
Front End Developer,Unknown,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Android Developer,TAM,2,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Junior Front-End Developer,AlgorithmZ –Tooli,1,"Nasr City, Cairo",Nasr City,Entry Level,Full Time,Software Engneering,2020
React Native Developer,Unknown,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Senior .NET Developer,ARPUPLUS,3,"Agouza, Giza",Agouza,Experienced,Full Time,Software Engneering,2020
Senior React Native Developer,NAOS Marketing,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
UI Designer/Developer,Rasan,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Full Stack Developer - ( Internship ),Seuqel Solutions,0,"Downtown, Cairo",Downtown,Entry Level,Internship,Software Engneering,2020
Senior Flutter Developer,RDI,3,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Microsoft Full Stack Developer,Advansys ESC,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
iOS Developer,Pointability,3,"Haram, Giza",Haram,Experienced,Full Time,Software Engneering,2020
iOS Developer,Tocaan,4,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Web Developer,Pillars,3,"Hadayek Alahram, Giza",Hadayek Alahram,Experienced,Full Time,Software Engneering,2020
Senior UI Developer,Fawry Banking & Payment Technology Services,4,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Android & iOS Flutter Developer,Unknown,5,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Full Stack Developer (.NET),DEVOPSolution,5,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Node.js Developer,EasyKash,3,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Senior Full Stack .Net Developer,The New Firm LLC,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Full Stack Node.js Developer,Nodens Health,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Senior Mobile Developer - Android,DEVOPSolution,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior .NET Developer,Neom Tech,5,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
iOS Developer - Swift,Zeew,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Senior Front-End Developer (Angular),DEVOPSolution,5,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Back End Developer,Fields for Trading and Industries,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Senior Software Sales Executive,Initium Solutions,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
IOS Developer,IKEN Technology,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Java Spring Boot Developer,Transcesion VC,2,"Agouza, Giza",Agouza,Experienced,Full Time,Software Engneering,2020
SAP CX Developer,Agile Technologies,5,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Oracle Developer,ICIS,4,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Back-End (PHP) Developer - Alexandria,Caduceus Lane,3,"Alexandria, Egypt",Alexandria,Experienced,Full Time,Software Engneering,2020
Sr. Flutter Developer,3i Vision LTD.,2,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Senior Web Developer,Glamera,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Full Stack Developer - Nasr City,Superior Business Solutions,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Outsourcing Technical Support Specialist,Interact Technology Solutions,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior .Net Developer (NetEDI),Cegedim,5,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Senior Front End Developer,Automated Systems,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior PHP Developer - Nasr City,Maxycode,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
PHP Developer - intern,Magdsoft,0,"Nasr City, Cairo",Nasr City,Manager,Internship,Software Engneering,2020
