job_title✫company_names✫company_locations✫job_description
IT Director✫Confidential✫- Heliopolis, Cairo✫Full Time · Manager · 15+ Yrs of Exp · Information Technology (IT) · Engineering · IT · Computer Science · Technology · Project Management · IT Operations · Information Technology · Operations - August 2, 2021
Senior Software Developer✫eVision✫- New Cairo, Cairo✫Full Time · Experienced · 3+ Yrs of Exp · Java · Information Technology (IT) · Computer Science · Software Development · SQL · J2EE · Jira · Information Technology · Telecom Engineering · English - June 15, 2021
Senior Software Developer – “Angular 8+”✫CrossWorkers✫- New Cairo, Cairo✫Full Time · Experienced · 3-7 Yrs of Exp · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Software · Angular · HTML5 · Bootstrap · UI · Programming - June 15, 2021
IT Technical Support Specialist✫The Freak Company✫- 6th Of October, Giza✫Full Time · Experienced · 4-7 Yrs of Exp · Males Only · Information Technology (IT) · Computer Science · Engineering · Technical Support · Communication · Computer · IT · Customer Service/Support - August 5, 2021
Senior Software Developer✫Wisely Insure✫- Sheraton, Cairo✫Full Time · Work From Home · Experienced · 3-6 Yrs of Exp · PHP · Information Technology (IT) · Software Engineering · Software Development · Computer Science · Computer Engineering · AJAX · Linux - June 13, 2021
Software Project Coordinator✫Informatique Education✫- Assiut, Egypt✫Full Time · Experienced · 2-4 Yrs of Exp · Information Technology (IT) · Computer Science · Software · Engineering · Project Management · IT/Software Development · Project/Program Management - June 16, 2021
Software Team Leader - .Net Core + Angular✫CrossWorkers✫- New Cairo, Cairo✫Full Time · Manager · 7+ Yrs of Exp · Software Development · Computer Science · Information Technology (IT) · Angular · .NET · Software · English · Programming · HTML5 · IT/Software Development - August 3, 2021
Software Development Engineer (Test SDET...✫Cegedim✫- New Cairo, Cairo✫Full Time · Experienced · 3+ Yrs of Exp · Computer Science · Computer Engineering · Information Technology (IT) · Test Automation · Testing · Quality · Quality Assurance · Quality Control · C# - June 13, 2021
Senior PHP Developer✫Qmind✫- Heliopolis, Cairo✫Full Time · Experienced · 3-5 Yrs of Exp · PHP · Information Technology (IT) · Computer Science · Software Development · javaScript · Computer Engineering · HTML5 · MVC · CSS3 · Front-End · Design - August 3, 2021
IT Business Solutions Specialist✫Union Group✫- Obour City, Cairo✫Full Time · Experienced · 2-3 Yrs of Exp · C/C++ · ASP.net · Remedy · MS-SharePoint · Programming · Information Technology (IT) · Computer Engineering · Computer Science · Software · Communication - July 13, 2021
IT Help Desk Specialist✫Egypt University of Informatics (EUI)✫- New Capital, Cairo✫Full Time · Experienced · 3-5 Yrs of Exp · Information Technology (IT) · Computer Science · Help Desk · Installation · Computer · Engineering · Microsoft · Microsoft Office · Communication - August 3, 2021
Senior Java Software Engineer - Jumia✫Jumia✫- Cairo, Egypt✫Full Time · Experienced · 3+ Yrs of Exp · Programming · Docker · Development · Design · Hibernate · Computer Science · Java · Information Technology (IT) · Software Development · Software · SQL - August 4, 2021
IT Manager✫Option Travel✫- Maadi, Cairo✫Full Time · Manager · 10-15 Yrs of Exp · Males Only · Information Technology (IT) · Project Management · Computer Science · Engineering · Management · Software · Computer · Analysis · Technical - August 5, 2021
Software Engineer Web Developer✫Chubb life Insurance✫- New Cairo, Cairo✫Full Time · Experienced · 2-3 Yrs of Exp · Information Technology (IT) · Software Development · Software Engineering · javaScript · Computer Science · Web Development · Software · HTML · HTML5 - June 13, 2021
IT Specialist✫Kasrawy Group✫- Abu Rawash, Giza✫Full Time · Entry Level · 1-3 Yrs of Exp · Males Only · Information Technology (IT) · Technical Support · Computer Science · Information Technology · Hardware · Software · Installation · English - July 25, 2021
IT Specialist✫Tres Bon✫- Heliopolis, Cairo✫Full Time · Experienced · 2-3 Yrs of Exp · Information Technology (IT) · IT · Helpdesk · Maintenance · Computer Science · POS Software · DVR · Fingerprint · Printers · Hardware · Software - New
Java Spring Developer Team Leader✫Digital Force✫- Heliopolis, Cairo✫Full Time · Manager · 6-9 Yrs of Exp · Git · Tomcat · Software Development · Information Technology (IT) · Java · Computer Science · CSS · HTML · English · Oracle DB · MS SQL · Full Stack - August 1, 2021
IT Manager✫Confidential✫- Dokki, Giza✫Full Time · Manager · 12-15 Yrs of Exp · Males Only · Information Technology (IT) · Computer Science · Management · Software · Communication · Communication Skills · Computer · Technical · Analysis - July 29, 2021
IT Help Desk Specialist✫Confidential✫- 10th Of Ramadan City, Sharqia✫Full Time · Entry Level · 1-3 Yrs of Exp · Troubleshooting · Security · Software · Hardware · Computer System · Information Technology (IT) · Computer Engineering · Computer Science · Help Desk - New
IT Help Desk✫Metropolitan school✫- New Cairo, Cairo✫Full Time · Entry Level · 1-3 Yrs of Exp · Web development · Computer Science · Help Desk · Science · CCNA · Information Technology (IT) · A+ · N+ · Communication · English · Computer - August 5, 2021
IT Director✫Our Education✫- Nasr City, Cairo✫Full Time · Senior Management · 5+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Engineering · IT · Management · Engineering · Information Technology · Computer · Managing - June 13, 2021
Market Research Analyst - Software Domain✫IDC✫- 6th Of October, Giza✫Full Time · Experienced · 4-8 Yrs of Exp · Analysis · Market Research · Software · English · Analytical · Research · Data Analysis · Marketing/PR/Advertising · Analyst/Research - June 22, 2021
IT Technical Support Engineer✫Digital Force✫- Heliopolis, Cairo✫Full Time · Experienced · 3-4 Yrs of Exp · Technical Support · Engineering · Information Technology (IT) · Computer Science · English · Maintenance · Installation · Installation/Maintenance/Repair - July 16, 2021
IT Service Desk Officer✫AXA Egypt✫- New Cairo, Cairo✫Full Time · Entry Level · 1-2 Yrs of Exp · Computer Systems · Systems · Computer · Information Technology (IT) · Installation/Maintenance/Repair · IT/Software Development - July 26, 2021
IT Technical Support Specialist✫Compu master✫- Maadi, Cairo✫Full Time · Entry Level · 1-2 Yrs of Exp · Information Technology (IT) · Technical Support · Computer Science · VMWare · Information Technology · Software · Hardware · Linux · DNS · Microsoft - July 13, 2021
IT Help Desk Specialist✫E3mel Business for Financial & Managerial Consultancy✫- Maadi, Cairo✫Full Time · Entry Level · 1-2 Yrs of Exp · Males Only · Information Technology (IT) · Help Desk · Installation · Computer · Technician · Systems · Computer Science · Customer Support · Support - New
Java Developer✫Optimum Solutions✫- Cairo, Egypt✫Full Time · Experienced · 2+ Yrs of Exp · java · Spring · Spring Boot · Microservices · Computer Science · Information Technology (IT) · Software Development · Software · Engineering · Agile - June 17, 2021
IT Specialist✫Designy✫- Maadi, Cairo✫Full Time · Experienced · 2-3 Yrs of Exp · Information Technology (IT) · Computer Science · IT · Software · Computer · Hardware · Technical Support · Installation · CCNA · MCSA · English - August 1, 2021
IT Academic Coordinator✫New Generation International Schools✫- Obour City, Cairo✫Full Time · Experienced · 2+ Yrs of Exp · Information Technology (IT) · Computer Science · Engineering · Administration · Administration · IT/Software Development - August 1, 2021
Software Delivery Manager✫PaySky✫- New Cairo, Cairo✫Full Time · Manager · 6+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · Software · Project Management · Service Delivery · Project · Management · Engineering - August 2, 2021
Software Business Development Representative...✫FlairsTech✫- Smouha, Alexandria✫Full Time · Experienced · 2-5 Yrs of Exp · Sales Skills · Sales · Business Development · Software · English · Communication · B2B · B2B Sales · APAC · Sales Target · Business Development - June 16, 2021
Junior IT Specialist✫Jessour Misr✫- Abu Rawash, Giza✫Full Time · Entry Level · 1-2 Yrs of Exp · Computer Engineering · Information Technology (IT) · Software Engineering · Software Development · PHP · Java · Odoo · Computer Science · IT Engineering - June 13, 2021
IT System Administrator✫Unimix Egypt for Readymix concrete✫- Nasr City, Cairo✫Full Time · Experienced · 3-5 Yrs of Exp · IT · Computer Science · Information Technology (IT) · System Administration · Engineering · ERP · Cisco · SAP · Sophos · VMWare · IT/Software Development - August 3, 2021
IT Specialist✫Confidential✫- New Cairo, Cairo✫Full Time · Entry Level · 1-3 Yrs of Exp · Information Technology (IT) · Installation · food and beverage · restaurant · hotel · Software · Computer Science · Technical Support · Computer · CCNA - July 29, 2021
Software Technical Lead✫Dryve✫- Cairo, Egypt✫Full Time · Manager · 8+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · Software · Engineering · Software Engineering · IT/Software Development - June 16, 2021
IT Operation System Specialist✫Confidential✫- Cairo, Egypt✫Full Time · Experienced · 3-6 Yrs of Exp · Information Technology (IT) · Computer Science · Installation · Engineering · Operating Systems · Systems · Technology · Computer Engineering - August 2, 2021
IT Technical Support Specialist✫Sky Holding✫- Heliopolis, Cairo✫Full Time · Experienced · 2-3 Yrs of Exp · Information Technology (IT) · Customer Support · Computer Science · Technical Support · Troubleshooting · MCSA · Help Desk · CCNA · Cisco · English - New
IT Executive✫InfoFort Egypt S.A.E.✫- Giza, Egypt✫Full Time · Experienced · 2-3 Yrs of Exp · Computer Engineering · IT · English · CCNA · MCSE · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology - June 27, 2021
Human Resources Business Partner (IT Background)✫360Imaging✫- Dokki, Giza✫Full Time · Experienced · 5+ Yrs of Exp · Human Resources (HR) · Business Administration · Management · PHR · HR · Recruitment · IT · IT Recruitment · Computer Skills · Human Resources - June 15, 2021
IT Specialist✫Confidential✫- Sheraton, Cairo✫Full Time · Experienced · 4-10 Yrs of Exp · Computer Science · IT · Technical Support · Information Technology (IT) · Technical · English · Computer Engineering · Communication Skills · Hardware - August 1, 2021
IT Support Specialist - Hardware✫Hamza Group✫- 6th Of October, Giza✫Full Time · Experienced · 2-4 Yrs of Exp · Males Only · Information Technology (IT) · IT · Hardware · Network · Computer Science · Technical Support · Installation · Windows 10 · Security · Cloud - July 25, 2021
IT System Administration Engineer- Alexandria✫Advanced Chemical Industries✫- Smouha, Alexandria✫Full Time · Entry Level · 1-3 Yrs of Exp · Information Technology (IT) · Software · Network Servers · Technology Tools · Firewall · Network Systems · Computer Science · MCSA · CCNA · VMware - New
IT Technical Support Specialist✫Confidential✫- Nasr City, Cairo✫Full Time · Experienced · 3-5 Yrs of Exp · Males Only · Computer Science · Information Technology (IT) · Technical Support · Engineering · IT · Installation · Hardware · Software · Help Desk - August 5, 2021
IT Support Engineer✫Confidential✫- Heliopolis, Cairo✫Full Time · Experienced · 2-4 Yrs of Exp · Information Technology (IT) · Computer Science · Technical Support · Help Desk · IT · Engineering · Software · Computer · Linux · Communication - July 27, 2021
